name	taxonomy_id	taxonomy_lvl	14_species.bracken_num	14_species.bracken_frac	17_species.bracken_num	17_species.bracken_frac	19_species.bracken_num	19_species.bracken_frac	20_species.bracken_num	20_species.bracken_frac	2126_species.bracken_num	2126_species.bracken_frac	22a_species.bracken_num	22a_species.bracken_frac	22b_species.bracken_num	22b_species.bracken_frac	25_species.bracken_num	25_species.bracken_frac	2621_species.bracken_num	2621_species.bracken_frac	27_species.bracken_num	27_species.bracken_frac	Stan_species.bracken_num	Stan_species.bracken_frac
Labrenzia aggregata	187304	S	58	0.00000	132	0.00001	146	0.00001	37	0.00000	15	0.00000	10	0.00000	38	0.00000	36	0.00000	63	0.00000	30	0.00000	20	0.00000
Sulfitobacter sp. THAF37	2587855	S	160	0.00001	696	0.00003	170	0.00001	227	0.00001	61	0.00001	37	0.00000	97	0.00000	194	0.00001	157	0.00001	50	0.00000	68	0.00001
Sulfitobacter sp. JL08	2070369	S	93	0.00000	499	0.00002	166	0.00001	234	0.00001	67	0.00001	29	0.00000	52	0.00000	48	0.00000	242	0.00002	143	0.00001	94	0.00001
Sulfitobacter sp. D7	1968541	S	77	0.00000	286	0.00001	107	0.00000	131	0.00000	21	0.00000	30	0.00000	96	0.00000	119	0.00001	44	0.00000	44	0.00000	45	0.00000
Sulfitobacter sp. SK012	1389005	S	40	0.00000	135	0.00001	39	0.00000	99	0.00000	13	0.00000	76	0.00001	113	0.00001	13	0.00000	32	0.00000	27	0.00000	13	0.00000
Sulfitobacter sp. AM1-D1	1917485	S	68	0.00000	502	0.00002	233	0.00001	254	0.00001	33	0.00000	35	0.00000	99	0.00000	44	0.00000	215	0.00001	119	0.00001	97	0.00001
Sulfitobacter sp. BSw21498	664426	S	36	0.00000	116	0.00001	48	0.00000	59	0.00000	4	0.00000	19	0.00000	39	0.00000	3	0.00000	42	0.00000	44	0.00000	15	0.00000
Sulfitobacter sp. SK011	1389004	S	15	0.00000	112	0.00001	39	0.00000	21	0.00000	3	0.00000	6	0.00000	22	0.00000	6	0.00000	23	0.00000	8	0.00000	17	0.00000
Sulfitobacter sp. SK025	1389011	S	21	0.00000	129	0.00001	131	0.00001	262	0.00001	35	0.00000	16	0.00000	87	0.00000	52	0.00000	92	0.00001	87	0.00001	85	0.00001
Sulfitobacter pseudonitzschiae	1402135	S	137	0.00001	865	0.00004	135	0.00001	327	0.00001	93	0.00001	43	0.00001	118	0.00001	95	0.00001	217	0.00001	156	0.00001	75	0.00001
Sulfitobacter pontiacus	60137	S	26	0.00000	83	0.00000	11	0.00000	56	0.00000	16	0.00000	8	0.00000	20	0.00000	5	0.00000	33	0.00000	8	0.00000	14	0.00000
Rhodobacter sphaeroides	1063	S	222	0.00001	985	0.00005	306	0.00001	630	0.00002	147	0.00002	81	0.00001	167	0.00001	189	0.00001	453	0.00003	235	0.00002	175	0.00002
Rhodobacter sp. LPB0142	1850250	S	95	0.00000	518	0.00002	142	0.00001	254	0.00001	57	0.00001	35	0.00000	78	0.00000	98	0.00001	165	0.00001	117	0.00001	94	0.00001
Rhodobacter sp. CZR27	2033869	S	28	0.00000	306	0.00001	58	0.00000	41	0.00000	26	0.00000	8	0.00000	34	0.00000	48	0.00000	56	0.00000	30	0.00000	34	0.00000
Rhodobacter capsulatus	1061	S	81	0.00000	368	0.00002	320	0.00001	475	0.00001	99	0.00001	49	0.00001	123	0.00001	70	0.00000	328	0.00002	145	0.00001	83	0.00001
Rhodobacter blasticus	1075	S	63	0.00000	318	0.00001	145	0.00001	62	0.00000	26	0.00000	13	0.00000	37	0.00000	17	0.00000	128	0.00001	51	0.00000	36	0.00000
Phaeobacter gallaeciensis	60890	S	316	0.00001	603	0.00003	166	0.00001	184	0.00001	43	0.00000	39	0.00000	106	0.00001	32	0.00000	175	0.00001	84	0.00001	64	0.00001
Phaeobacter inhibens	221822	S	157	0.00001	674	0.00003	249	0.00001	354	0.00001	93	0.00001	47	0.00001	96	0.00000	147	0.00001	290	0.00002	239	0.00002	82	0.00001
Phaeobacter piscinae	1580596	S	43	0.00000	226	0.00001	99	0.00000	313	0.00001	44	0.00001	51	0.00001	84	0.00000	26	0.00000	128	0.00001	84	0.00001	46	0.00000
Phaeobacter porticola	1844006	S	15	0.00000	113	0.00001	28	0.00000	44	0.00000	8	0.00000	11	0.00000	37	0.00000	17	0.00000	86	0.00001	36	0.00000	29	0.00000
Phaeobacter sp. LSS9	681157	S	14	0.00000	138	0.00001	8	0.00000	33	0.00000	2	0.00000	2	0.00000	21	0.00000	12	0.00000	19	0.00000	10	0.00000	13	0.00000
Ketogulonicigenium vulgare	92945	S	250	0.00001	296	0.00001	158	0.00001	304	0.00001	104	0.00001	66	0.00001	178	0.00001	35	0.00000	190	0.00001	81	0.00001	37	0.00000
Ketogulonicigenium robustum	92947	S	78	0.00000	497	0.00002	198	0.00001	236	0.00001	43	0.00000	24	0.00000	55	0.00000	19	0.00000	218	0.00001	92	0.00001	30	0.00000
Ruegeria sp. TM1040	292414	S	77	0.00000	162	0.00001	139	0.00001	51	0.00000	15	0.00000	24	0.00000	48	0.00000	18	0.00000	137	0.00001	42	0.00000	25	0.00000
Ruegeria sp. AD91A	2293862	S	54	0.00000	149	0.00001	76	0.00000	105	0.00000	21	0.00000	16	0.00000	30	0.00000	32	0.00000	86	0.00001	27	0.00000	17	0.00000
Ruegeria sp. THAF33	2587853	S	52	0.00000	265	0.00001	73	0.00000	115	0.00000	30	0.00000	23	0.00000	43	0.00000	87	0.00001	77	0.00001	73	0.00001	45	0.00000
Ruegeria sp. PR1b	185588	S	11	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ruegeria pomeroyi	89184	S	80	0.00000	199	0.00001	101	0.00000	120	0.00000	24	0.00000	25	0.00000	59	0.00000	84	0.00001	83	0.00001	71	0.00001	43	0.00000
Roseovarius sp. MME-070	2494550	S	58	0.00000	550	0.00003	156	0.00001	218	0.00001	36	0.00000	32	0.00000	50	0.00000	89	0.00001	92	0.00001	63	0.00000	35	0.00000
Roseovarius sp. THAF9	2587847	S	27	0.00000	136	0.00001	63	0.00000	46	0.00000	10	0.00000	30	0.00000	57	0.00000	13	0.00000	68	0.00000	56	0.00000	40	0.00000
Roseovarius sp. TM1035	391613	S	50	0.00000	126	0.00001	76	0.00000	59	0.00000	0	0.00000	0	0.00000	26	0.00000	18	0.00000	69	0.00000	7	0.00000	17	0.00000
Roseovarius sp. THAF27	2587850	S	27	0.00000	226	0.00001	37	0.00000	42	0.00000	33	0.00000	1	0.00000	3	0.00000	13	0.00000	55	0.00000	29	0.00000	34	0.00000
Roseovarius sp. THAF8	2587846	S	13	0.00000	248	0.00001	113	0.00001	130	0.00000	10	0.00000	13	0.00000	41	0.00000	12	0.00000	92	0.00001	45	0.00000	29	0.00000
Roseovarius indicus	540747	S	49	0.00000	720	0.00003	256	0.00001	379	0.00001	81	0.00001	43	0.00001	110	0.00001	77	0.00001	363	0.00002	109	0.00001	112	0.00001
Roseovarius mucosus	215743	S	20	0.00000	144	0.00001	20	0.00000	47	0.00000	30	0.00000	63	0.00001	76	0.00000	22	0.00000	63	0.00000	46	0.00000	17	0.00000
Octadecabacter sp. SW4	2602067	S	76	0.00000	235	0.00001	85	0.00000	71	0.00000	15	0.00000	19	0.00000	53	0.00000	24	0.00000	116	0.00001	68	0.00001	40	0.00000
Octadecabacter antarcticus	1217908	S	52	0.00000	301	0.00001	142	0.00001	95	0.00000	30	0.00000	31	0.00000	51	0.00000	18	0.00000	49	0.00000	123	0.00001	57	0.00001
Octadecabacter arcticus	53946	S	43	0.00000	136	0.00001	32	0.00000	52	0.00000	7	0.00000	10	0.00000	29	0.00000	57	0.00000	26	0.00000	34	0.00000	27	0.00000
Octadecabacter temperatus	1458307	S	32	0.00000	202	0.00001	28	0.00000	18	0.00000	20	0.00000	5	0.00000	16	0.00000	22	0.00000	44	0.00000	22	0.00000	48	0.00000
Leisingera sp. NJS201	2508306	S	85	0.00000	306	0.00001	97	0.00000	171	0.00001	50	0.00001	15	0.00000	25	0.00000	59	0.00000	82	0.00001	120	0.00001	58	0.00001
Leisingera sp. NJS204	2508307	S	24	0.00000	92	0.00000	9	0.00000	70	0.00000	7	0.00000	38	0.00000	86	0.00000	16	0.00000	34	0.00000	23	0.00000	56	0.00001
Leisingera aquaemixtae	1396826	S	53	0.00000	290	0.00001	91	0.00000	123	0.00000	65	0.00001	20	0.00000	29	0.00000	46	0.00000	87	0.00001	56	0.00000	47	0.00000
Leisingera methylohalidivorans	133924	S	40	0.00000	317	0.00001	152	0.00001	220	0.00001	44	0.00001	52	0.00001	144	0.00001	47	0.00000	185	0.00001	102	0.00001	42	0.00000
Pannonibacter phragmitetus	121719	S	380	0.00002	1912	0.00009	982	0.00005	805	0.00002	188	0.00002	130	0.00002	362	0.00002	154	0.00001	643	0.00004	616	0.00005	349	0.00003
Celeribacter ethanolicus	1758178	S	71	0.00000	339	0.00002	89	0.00000	69	0.00000	26	0.00000	31	0.00000	71	0.00000	40	0.00000	118	0.00001	59	0.00000	44	0.00000
Celeribacter marinus	1397108	S	26	0.00000	115	0.00001	36	0.00000	48	0.00000	4	0.00000	15	0.00000	35	0.00000	56	0.00000	51	0.00000	47	0.00000	32	0.00000
Celeribacter baekdonensis	875171	S	29	0.00000	233	0.00001	82	0.00000	74	0.00000	4	0.00000	25	0.00000	58	0.00000	35	0.00000	85	0.00001	40	0.00000	46	0.00000
Celeribacter indicus	1208324	S	33	0.00000	962	0.00004	225	0.00001	479	0.00001	98	0.00001	32	0.00000	77	0.00000	98	0.00001	265	0.00002	155	0.00001	74	0.00001
Celeribacter manganoxidans	1411902	S	21	0.00000	320	0.00001	101	0.00000	263	0.00001	55	0.00001	8	0.00000	42	0.00000	11	0.00000	158	0.00001	48	0.00000	20	0.00000
Oceanicola sp. D3	2587163	S	144	0.00001	302	0.00001	108	0.00001	93	0.00000	19	0.00000	27	0.00000	67	0.00000	29	0.00000	159	0.00001	87	0.00001	74	0.00001
Paraoceanicella profunda	2579971	S	168	0.00001	1022	0.00005	161	0.00001	218	0.00001	38	0.00000	75	0.00001	116	0.00001	172	0.00001	343	0.00002	114	0.00001	149	0.00001
Roseivivax sp. THAF30	2587852	S	127	0.00001	542	0.00003	96	0.00000	142	0.00000	40	0.00000	73	0.00001	83	0.00000	34	0.00000	33	0.00000	141	0.00001	56	0.00001
Salipiger pacificus	311180	S	66	0.00000	662	0.00003	125	0.00001	284	0.00001	50	0.00001	32	0.00000	65	0.00000	35	0.00000	223	0.00002	134	0.00001	62	0.00001
Yangia sp. CCB-MM3	1792508	S	36	0.00000	391	0.00002	103	0.00000	58	0.00000	30	0.00000	14	0.00000	38	0.00000	23	0.00000	52	0.00000	41	0.00000	41	0.00000
Salipiger profundus	1229727	S	35	0.00000	245	0.00001	161	0.00001	188	0.00001	14	0.00000	21	0.00000	74	0.00000	24	0.00000	170	0.00001	70	0.00001	50	0.00000
Monaibacterium sp. ALG8	2715211	S	144	0.00001	459	0.00002	103	0.00000	342	0.00001	51	0.00001	33	0.00000	51	0.00000	227	0.00002	100	0.00001	86	0.00001	80	0.00001
Stappia sp. ES.058	1881061	S	63	0.00000	420	0.00002	45	0.00000	224	0.00001	76	0.00001	31	0.00000	79	0.00000	83	0.00001	155	0.00001	97	0.00001	53	0.00001
Stappia indica	538381	S	66	0.00000	441	0.00002	168	0.00001	475	0.00001	72	0.00001	27	0.00000	70	0.00000	37	0.00000	278	0.00002	97	0.00001	61	0.00001
Pseudovibrio sp. FO-BEG1	911045	S	114	0.00000	135	0.00001	146	0.00001	260	0.00001	60	0.00001	54	0.00001	116	0.00001	60	0.00000	90	0.00001	143	0.00001	54	0.00001
Rhodovulum sulfidophilum	35806	S	56	0.00000	492	0.00002	95	0.00000	108	0.00000	30	0.00000	33	0.00000	85	0.00000	33	0.00000	138	0.00001	119	0.00001	72	0.00001
Rhodovulum sp. P5	1564506	S	33	0.00000	262	0.00001	83	0.00000	114	0.00000	6	0.00000	11	0.00000	18	0.00000	46	0.00000	86	0.00001	101	0.00001	60	0.00001
Rhodovulum sp. MB263	308754	S	16	0.00000	244	0.00001	69	0.00000	126	0.00000	30	0.00000	28	0.00000	83	0.00000	21	0.00000	136	0.00001	48	0.00000	25	0.00000
Roseobacter ponti	1891787	S	52	0.00000	262	0.00001	67	0.00000	127	0.00000	84	0.00001	60	0.00001	191	0.00001	41	0.00000	149	0.00001	38	0.00000	49	0.00000
Roseobacter denitrificans	2434	S	29	0.00000	285	0.00001	55	0.00000	92	0.00000	21	0.00000	31	0.00000	74	0.00000	48	0.00000	64	0.00000	35	0.00000	56	0.00001
Roseobacter litoralis	42443	S	11	0.00000	157	0.00001	19	0.00000	21	0.00000	15	0.00000	7	0.00000	13	0.00000	7	0.00000	53	0.00000	16	0.00000	11	0.00000
Rhodobaca barguzinensis	441209	S	95	0.00000	153	0.00001	95	0.00000	191	0.00001	86	0.00001	15	0.00000	40	0.00000	78	0.00001	121	0.00001	51	0.00000	58	0.00001
Pontivivens sp. MT2928	2789856	S	78	0.00000	352	0.00002	161	0.00001	25	0.00000	26	0.00000	23	0.00000	46	0.00000	22	0.00000	101	0.00001	79	0.00001	51	0.00001
Halocynthiibacter arcticus	1579316	S	68	0.00000	85	0.00000	51	0.00000	175	0.00001	32	0.00000	10	0.00000	25	0.00000	66	0.00000	74	0.00000	23	0.00000	15	0.00000
Profundibacter amoris	2171755	S	67	0.00000	281	0.00001	79	0.00000	198	0.00001	33	0.00000	28	0.00000	60	0.00000	45	0.00000	151	0.00001	66	0.00001	49	0.00000
Roseibacterium elongatum	159346	S	66	0.00000	179	0.00001	123	0.00001	162	0.00000	33	0.00000	20	0.00000	40	0.00000	67	0.00000	128	0.00001	68	0.00001	35	0.00000
Epibacterium mobile	379347	S	91	0.00000	399	0.00002	120	0.00001	286	0.00001	75	0.00001	32	0.00000	71	0.00000	35	0.00000	180	0.00001	93	0.00001	101	0.00001
Pelagibaca abyssi	1250539	S	94	0.00000	866	0.00004	96	0.00000	86	0.00000	36	0.00000	14	0.00000	31	0.00000	32	0.00000	103	0.00001	90	0.00001	82	0.00001
Yoonia vestfoldensis	245188	S	79	0.00000	478	0.00002	81	0.00000	210	0.00001	29	0.00000	23	0.00000	58	0.00000	14	0.00000	220	0.00001	74	0.00001	84	0.00001
Pseudorhodobacter sp. S12M18	2500533	S	61	0.00000	348	0.00002	78	0.00000	111	0.00000	23	0.00000	25	0.00000	103	0.00001	33	0.00000	111	0.00001	59	0.00000	44	0.00000
Antarctobacter heliothermus	74033	S	56	0.00000	379	0.00002	111	0.00001	43	0.00000	38	0.00000	20	0.00000	55	0.00000	56	0.00000	91	0.00001	98	0.00001	45	0.00000
Haematobacter massiliensis	195105	S	112	0.00000	577	0.00003	283	0.00001	71	0.00000	61	0.00001	43	0.00001	142	0.00001	43	0.00000	68	0.00000	111	0.00001	96	0.00001
Defluviimonas alba	1335048	S	78	0.00000	521	0.00002	168	0.00001	247	0.00001	60	0.00001	41	0.00000	85	0.00000	21	0.00000	153	0.00001	52	0.00000	108	0.00001
Brevirhabdus pacifica	1267768	S	79	0.00000	328	0.00002	186	0.00001	220	0.00001	65	0.00001	65	0.00001	120	0.00001	53	0.00000	188	0.00001	176	0.00001	98	0.00001
Sagittula sp. P11	2009329	S	84	0.00000	701	0.00003	240	0.00001	281	0.00001	69	0.00001	52	0.00001	90	0.00000	18	0.00000	274	0.00002	135	0.00001	64	0.00001
Tabrizicola piscis	2494374	S	51	0.00000	310	0.00001	51	0.00000	59	0.00000	31	0.00000	15	0.00000	37	0.00000	9	0.00000	78	0.00001	74	0.00001	43	0.00000
Thalassococcus sp. S3	2017482	S	48	0.00000	233	0.00001	122	0.00001	232	0.00001	28	0.00000	23	0.00000	68	0.00000	24	0.00000	95	0.00001	45	0.00000	28	0.00000
Tateyamaria omphalii	299262	S	42	0.00000	152	0.00001	94	0.00000	69	0.00000	2	0.00000	4	0.00000	17	0.00000	20	0.00000	37	0.00000	33	0.00000	29	0.00000
Planktomarina temperata	1284658	S	35	0.00000	123	0.00001	27	0.00000	95	0.00000	6	0.00000	18	0.00000	46	0.00000	30	0.00000	27	0.00000	87	0.00001	22	0.00000
Litoreibacter sp. LN3S51	2599296	S	34	0.00000	281	0.00001	32	0.00000	48	0.00000	16	0.00000	12	0.00000	33	0.00000	8	0.00000	37	0.00000	68	0.00001	22	0.00000
Jannaschia sp. CCS1	290400	S	32	0.00000	315	0.00001	88	0.00000	69	0.00000	15	0.00000	19	0.00000	54	0.00000	42	0.00000	71	0.00000	42	0.00000	18	0.00000
Mameliella alba	561184	S	36	0.00000	532	0.00002	205	0.00001	251	0.00001	30	0.00000	53	0.00001	122	0.00001	19	0.00000	147	0.00001	77	0.00001	53	0.00001
Thioclava nitratireducens	1915078	S	35	0.00000	301	0.00001	92	0.00000	72	0.00000	30	0.00000	12	0.00000	31	0.00000	16	0.00000	52	0.00000	39	0.00000	31	0.00000
Marivivens sp. JLT3646	1920883	S	32	0.00000	178	0.00001	33	0.00000	114	0.00000	14	0.00000	9	0.00000	26	0.00000	20	0.00000	114	0.00001	158	0.00001	30	0.00000
Marinovum algicola	42444	S	38	0.00000	441	0.00002	103	0.00000	87	0.00000	55	0.00001	30	0.00000	66	0.00000	27	0.00000	143	0.00001	99	0.00001	61	0.00001
Silicimonas algicola	1826607	S	27	0.00000	218	0.00001	70	0.00000	32	0.00000	31	0.00000	11	0.00000	34	0.00000	27	0.00000	87	0.00001	55	0.00000	30	0.00000
Pseudohalocynthiibacter aestuariivivens	1591409	S	33	0.00000	492	0.00002	96	0.00000	56	0.00000	37	0.00000	47	0.00001	141	0.00001	71	0.00000	148	0.00001	70	0.00001	51	0.00001
Roseicitreum antarcticum	564137	S	26	0.00000	387	0.00002	56	0.00000	59	0.00000	10	0.00000	8	0.00000	24	0.00000	46	0.00000	40	0.00000	58	0.00000	26	0.00000
Pseudopuniceibacterium sp. HQ09	2613965	S	24	0.00000	262	0.00001	128	0.00001	352	0.00001	76	0.00001	36	0.00000	84	0.00000	68	0.00000	194	0.00001	81	0.00001	68	0.00001
Dinoroseobacter shibae	215813	S	36	0.00000	508	0.00002	133	0.00001	52	0.00000	25	0.00000	18	0.00000	24	0.00000	41	0.00000	97	0.00001	55	0.00000	53	0.00001
Gemmobacter sp. HYN0069	2169400	S	23	0.00000	328	0.00002	132	0.00001	177	0.00001	18	0.00000	31	0.00000	90	0.00000	15	0.00000	114	0.00001	97	0.00001	64	0.00001
Boseongicola sp. CCM32	2552942	S	19	0.00000	252	0.00001	43	0.00000	83	0.00000	11	0.00000	12	0.00000	24	0.00000	48	0.00000	102	0.00001	30	0.00000	32	0.00000
Confluentimicrobium sp. EMB200-NS6	1609966	S	31	0.00000	547	0.00003	120	0.00001	49	0.00000	17	0.00000	26	0.00000	73	0.00000	23	0.00000	90	0.00001	93	0.00001	49	0.00000
Thalassobius gelatinovorus	53501	S	18	0.00000	139	0.00001	42	0.00000	82	0.00000	16	0.00000	18	0.00000	41	0.00000	84	0.00001	74	0.00000	31	0.00000	17	0.00000
Maribius sp. THAF1	2587842	S	15	0.00000	288	0.00001	71	0.00000	36	0.00000	13	0.00000	13	0.00000	16	0.00000	17	0.00000	42	0.00000	36	0.00000	25	0.00000
Parasedimentitalea marina	2483033	S	15	0.00000	499	0.00002	78	0.00000	311	0.00001	16	0.00000	8	0.00000	29	0.00000	12	0.00000	198	0.00001	58	0.00000	38	0.00000
Hyphomonas sp. Mor2	1906738	S	42	0.00000	313	0.00001	127	0.00001	195	0.00001	31	0.00000	25	0.00000	61	0.00000	42	0.00000	110	0.00001	69	0.00001	69	0.00001
Hyphomonas sp. CACIAM 19H1	1873716	S	30	0.00000	333	0.00002	190	0.00001	276	0.00001	56	0.00001	55	0.00001	122	0.00001	76	0.00001	174	0.00001	103	0.00001	78	0.00001
Hyphomonas neptunium	81032	S	70	0.00000	502	0.00002	78	0.00000	202	0.00001	56	0.00001	21	0.00000	30	0.00000	54	0.00000	147	0.00001	50	0.00000	44	0.00000
Glycocaulis alkaliphilus	1434191	S	86	0.00000	322	0.00001	83	0.00000	232	0.00001	68	0.00001	59	0.00001	134	0.00001	38	0.00000	211	0.00001	121	0.00001	77	0.00001
Hyphobacterium sp. CCMP332	2749086	S	81	0.00000	326	0.00002	72	0.00000	137	0.00000	39	0.00000	46	0.00001	79	0.00000	129	0.00001	90	0.00001	71	0.00001	46	0.00000
Hirschia baltica	2724	S	58	0.00000	135	0.00001	42	0.00000	115	0.00000	29	0.00000	29	0.00000	91	0.00000	39	0.00000	122	0.00001	26	0.00000	64	0.00001
Maricaulis maris	74318	S	55	0.00000	233	0.00001	62	0.00000	116	0.00000	23	0.00000	21	0.00000	69	0.00000	30	0.00000	78	0.00001	50	0.00000	57	0.00001
Sphingomonas sp. HDW15B	2714943	S	342	0.00001	128	0.00001	110	0.00001	187	0.00001	47	0.00001	99	0.00001	236	0.00001	67	0.00000	128	0.00001	104	0.00001	33	0.00000
Sphingomonas sp. MK52	2711156	S	78	0.00000	239	0.00001	69	0.00000	42	0.00000	20	0.00000	16	0.00000	54	0.00000	52	0.00000	70	0.00000	94	0.00001	27	0.00000
Sphingomonas sp. AAP5	1523415	S	89	0.00000	234	0.00001	87	0.00000	456	0.00001	38	0.00000	68	0.00001	117	0.00001	60	0.00000	199	0.00001	70	0.00001	41	0.00000
Sphingomonas sp. YZ-8	2319844	S	64	0.00000	190	0.00001	29	0.00000	105	0.00000	12	0.00000	14	0.00000	30	0.00000	41	0.00000	80	0.00001	49	0.00000	28	0.00000
Sphingomonas sp. NBWT7	2596913	S	69	0.00000	347	0.00002	27	0.00000	6	0.00000	9	0.00000	5	0.00000	39	0.00000	20	0.00000	43	0.00000	34	0.00000	16	0.00000
Sphingomonas sp. LK11	1390395	S	65	0.00000	522	0.00002	169	0.00001	68	0.00000	31	0.00000	23	0.00000	70	0.00000	53	0.00000	155	0.00001	48	0.00000	26	0.00000
Sphingomonas sp. MM-1	745310	S	97	0.00000	585	0.00003	60	0.00000	66	0.00000	123	0.00001	11	0.00000	32	0.00000	91	0.00001	78	0.00001	98	0.00001	73	0.00001
Sphingomonas sp. AP4-R1	2735134	S	51	0.00000	273	0.00001	77	0.00000	102	0.00000	13	0.00000	20	0.00000	77	0.00000	23	0.00000	101	0.00001	77	0.00001	58	0.00001
Sphingomonas sp. IC081	304378	S	56	0.00000	282	0.00001	225	0.00001	141	0.00000	139	0.00002	22	0.00000	63	0.00000	45	0.00000	128	0.00001	130	0.00001	80	0.00001
Sphingomonas sp. HDW15C	2714944	S	38	0.00000	104	0.00000	54	0.00000	27	0.00000	6	0.00000	14	0.00000	32	0.00000	6	0.00000	31	0.00000	36	0.00000	16	0.00000
Sphingomonas sp. Cra20	1327635	S	37	0.00000	153	0.00001	45	0.00000	129	0.00000	36	0.00000	5	0.00000	34	0.00000	12	0.00000	102	0.00001	41	0.00000	42	0.00000
Sphingomonas sp. HMP6	1517551	S	38	0.00000	129	0.00001	99	0.00000	259	0.00001	44	0.00001	15	0.00000	57	0.00000	32	0.00000	125	0.00001	62	0.00000	38	0.00000
Sphingomonas sp. CL5.1	2653203	S	38	0.00000	353	0.00002	112	0.00001	110	0.00000	47	0.00001	17	0.00000	22	0.00000	74	0.00000	64	0.00000	65	0.00001	44	0.00000
Sphingomonas sp. LM7	1938607	S	36	0.00000	138	0.00001	50	0.00000	57	0.00000	18	0.00000	8	0.00000	44	0.00000	15	0.00000	59	0.00000	31	0.00000	27	0.00000
Sphingomonas sp. C8-2	2492837	S	57	0.00000	358	0.00002	137	0.00001	136	0.00000	65	0.00001	34	0.00000	85	0.00000	26	0.00000	141	0.00001	93	0.00001	38	0.00000
Sphingomonas sp. XS-10	2599297	S	28	0.00000	237	0.00001	114	0.00001	75	0.00000	25	0.00000	21	0.00000	36	0.00000	8	0.00000	40	0.00000	41	0.00000	39	0.00000
Sphingomonas sp. C33	2698679	S	26	0.00000	169	0.00001	81	0.00000	76	0.00000	1	0.00000	15	0.00000	16	0.00000	34	0.00000	79	0.00001	37	0.00000	21	0.00000
Sphingomonas sp. sand1-3	2764186	S	26	0.00000	90	0.00000	79	0.00000	29	0.00000	8	0.00000	1	0.00000	6	0.00000	10	0.00000	42	0.00000	41	0.00000	29	0.00000
Sphingomonas sp. FARSPH	2219696	S	37	0.00000	351	0.00002	102	0.00000	33	0.00000	40	0.00000	19	0.00000	33	0.00000	34	0.00000	36	0.00000	67	0.00001	43	0.00000
Sphingomonas sp. PAMC26645	2565555	S	25	0.00000	240	0.00001	125	0.00001	30	0.00000	21	0.00000	33	0.00000	113	0.00001	8	0.00000	154	0.00001	33	0.00000	46	0.00000
Sphingomonas sp. NIC1	1961362	S	73	0.00000	732	0.00003	101	0.00000	119	0.00000	13	0.00000	22	0.00000	56	0.00000	53	0.00000	266	0.00002	95	0.00001	41	0.00000
Sphingomonas sp. LMO-1	2681549	S	23	0.00000	282	0.00001	109	0.00001	210	0.00001	28	0.00000	22	0.00000	74	0.00000	59	0.00000	149	0.00001	85	0.00001	47	0.00000
Sphingomonas sp. KC8	1030157	S	26	0.00000	140	0.00001	55	0.00000	17	0.00000	11	0.00000	33	0.00000	101	0.00000	34	0.00000	77	0.00001	68	0.00001	40	0.00000
Sphingomonas sp. HDW15A	2714942	S	20	0.00000	76	0.00000	30	0.00000	202	0.00001	15	0.00000	1	0.00000	7	0.00000	8	0.00000	35	0.00000	40	0.00000	25	0.00000
Sphingomonas sp. AE3	2594473	S	20	0.00000	359	0.00002	34	0.00000	14	0.00000	4	0.00000	10	0.00000	18	0.00000	5	0.00000	53	0.00000	25	0.00000	12	0.00000
Sphingomonas sp. HMP9	1517554	S	17	0.00000	172	0.00001	95	0.00000	229	0.00001	35	0.00000	6	0.00000	36	0.00000	32	0.00000	138	0.00001	53	0.00000	46	0.00000
Sphingomonas sp. HKS19	1813879	S	8	0.00000	399	0.00002	117	0.00001	14	0.00000	28	0.00000	22	0.00000	56	0.00000	1	0.00000	55	0.00000	52	0.00000	25	0.00000
Sphingomonas sp. JE1	1628059	S	5	0.00000	1	0.00000	4	0.00000	3	0.00000	2	0.00000	3	0.00000	0	0.00000	0	0.00000	6	0.00000	0	0.00000	1	0.00000
Sphingomonas sediminicola	386874	S	111	0.00000	249	0.00001	106	0.00000	219	0.00001	14	0.00000	72	0.00001	166	0.00001	73	0.00000	95	0.00001	49	0.00000	39	0.00000
Sphingomonas alpina	653931	S	60	0.00000	386	0.00002	190	0.00001	154	0.00000	108	0.00001	133	0.00002	323	0.00002	44	0.00000	245	0.00002	75	0.00001	96	0.00001
Sphingomonas hengshuiensis	1609977	S	42	0.00000	263	0.00001	94	0.00000	188	0.00001	29	0.00000	21	0.00000	50	0.00000	37	0.00000	121	0.00001	58	0.00000	26	0.00000
Sphingomonas taxi	1549858	S	39	0.00000	361	0.00002	71	0.00000	233	0.00001	57	0.00001	32	0.00000	57	0.00000	8	0.00000	191	0.00001	56	0.00000	41	0.00000
Sphingomonas lutea	1045317	S	35	0.00000	204	0.00001	62	0.00000	118	0.00000	18	0.00000	4	0.00000	6	0.00000	12	0.00000	224	0.00002	35	0.00000	21	0.00000
Sphingomonas sanxanigenens	397260	S	50	0.00000	559	0.00003	171	0.00001	365	0.00001	81	0.00001	19	0.00000	71	0.00000	86	0.00001	234	0.00002	88	0.00001	60	0.00001
Sphingomonas daechungensis	1176646	S	30	0.00000	97	0.00000	37	0.00000	45	0.00000	14	0.00000	26	0.00000	54	0.00000	9	0.00000	46	0.00000	49	0.00000	23	0.00000
